연번,식당명,도로명주소,지번주소,식당위도,식당경도,식당대표전화번호,영업신고증업태명,영업인허가명,식당상태
4986,스텔라떡볶이전북전주여의반월점,"전북특별자치도 전주시 덕진구 편운로 3, 1층 일부호 (여의동2가)",전북특별자치도 전주시 덕진구 여의동2가 698-2 ,35.87128075,127.0768455,,패스트푸드,휴게음식점,운영중
4987,오늘머랭,"전북특별자치도 전주시 덕진구 만성중앙로 55, 1층 113호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1373-5 ,35.84266335,127.0778851,,기타 휴게음식점,휴게음식점,운영중
4988,곰곰카페,"전북특별자치도 전주시 덕진구 건지2길 13-2, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 105-395 ,35.84456266,127.140895,,커피숍,휴게음식점,운영중
4989,은자카페,"전북특별자치도 전주시 덕진구 진버들1길 34-3, 1층 전체호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 514-11 ,35.8372264,127.1601121,,기타 휴게음식점,휴게음식점,운영중
4990,그린포엣,"전북특별자치도 전주시 덕진구 떡전4길 30, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 755-1 ,35.83687024,127.1302632,,기타 휴게음식점,휴게음식점,운영중
4991,씨유전주성덕점,"전북특별자치도 전주시 덕진구 번영로 215, 1층 일부호 (성덕동)",전북특별자치도 전주시 덕진구 성덕동 509-4 ,35.87650609,127.0307271,,편의점,휴게음식점,운영중
4992,(주)더케이엠,"전북특별자치도 전주시 덕진구 과학로 45-25, 3동 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 376-31 ,35.8768665,127.1235367,,기타 휴게음식점,휴게음식점,운영중
4993,보듬,"전북특별자치도 전주시 덕진구 팔달로 357-23, 1층 일부호 (진북동)",전북특별자치도 전주시 덕진구 진북동 390-5 ,35.83202477,127.1370233,,기타 휴게음식점,휴게음식점,운영중
4994,메고지고떡창고전주송천동점,"전북특별자치도 전주시 덕진구 세병로 172, 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1301-6 ,35.87860636,127.1335401,,기타 휴게음식점,휴게음식점,운영중
4995,더리터사대부고점,"전북특별자치도 전주시 덕진구 삼송3길 47, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 631-319 ,35.84386369,127.1376812,,커피숍,휴게음식점,운영중
4996,스트릿1988전주만성점,"전북특별자치도 전주시 덕진구 만성동로 36, 제일풍경채상가 지하1층 103호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1290-1 제일풍경채상가 ,35.83843075,127.0771703,,커피숍,휴게음식점,운영중
4997,지에스25전주송천비발디점,"전북특별자치도 전주시 덕진구 천마산로 115, 상가동 1층 101호 일부호 (송천동2가, 한라비발디)",전북특별자치도 전주시 덕진구 송천동2가 1288 한라비발디 ,35.86515386,127.1353472,,편의점,휴게음식점,운영중
4998,와플앤크로플,"전북특별자치도 전주시 덕진구 호성1길 39, 호성가정의원 1층 일부호 (호성동1가)",전북특별자치도 전주시 덕진구 호성동1가 733-8 ,35.85658635,127.1523685,,커피숍,휴게음식점,운영중
4999,찻집온,"전북특별자치도 전주시 덕진구 매봉14길 18, 1층 (금암동)",전북특별자치도 전주시 덕진구 금암동 1563-18 ,35.83897836,127.1401692,,커피숍,휴게음식점,운영중
5000,꽈배기진송천점,"전북특별자치도 전주시 덕진구 솔내로 108, 1층 106호 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 135-3 ,35.85966599,127.1267595,,기타 휴게음식점,휴게음식점,운영중
5001,아라쌈,"전북특별자치도 전주시 덕진구 천마산로 27, 현대아파트 상가동 2층 204호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 189-2 현대아파트 ,35.86408752,127.1249837,,기타 휴게음식점,휴게음식점,운영중
5002,호로록세끼,"전북특별자치도 전주시 덕진구 조경단로 26, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 523-14 ,35.83659692,127.1373723,,기타 휴게음식점,휴게음식점,운영중
5003,씨유전주반월센터점,"전북특별자치도 전주시 덕진구 쪽구름로 118, 1동 1층 103호 일부호 (반월동)",전북특별자치도 전주시 덕진구 반월동 422-21 ,35.87416767,127.0725153,,편의점,휴게음식점,운영중
5004,지에스25전주안골우성점,"전북특별자치도 전주시 덕진구 진버들2길 12-6, 1층 전체호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 457-5 ,35.83591195,127.1590301,,편의점,휴게음식점,운영중
5005,정주는빵,"전북특별자치도 전주시 덕진구 만성북로 47, 만성 U-Tower 1동 1층 119호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1345-9 만성 U-Tower ,35.84859377,127.0802188,,기타 휴게음식점,휴게음식점,운영중
5006,카페온,"전북특별자치도 전주시 덕진구 오송1길 37-13, 1층 124호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 97-6 ,35.86395729,127.1306433,,커피숍,휴게음식점,운영중
5007,더벤티전주에코포레나점,"전북특별자치도 전주시 덕진구 세병로 21, 1층 B-104호 (송천동2가, 포레나 전주에코시티)",전북특별자치도 전주시 덕진구 송천동2가 1313 포레나 전주에코시티 ,35.87498871,127.1280756,,커피숍,휴게음식점,운영중
5008,옥다방,"전북특별자치도 전주시 덕진구 석소3길 13-4, 1층 전체호 (우아동2가)",전북특별자치도 전주시 덕진구 우아동2가 873-6 ,35.83421917,127.1696626,,커피숍,휴게음식점,운영중
5009,해류,"전북특별자치도 전주시 덕진구 거북바우로 68-1, 2층 전체호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 1522-12 ,35.83976357,127.1441125,,기타 휴게음식점,휴게음식점,운영중
5010,미미곱도리탕,"전북특별자치도 전주시 덕진구 솔내1길 9-8, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 262-3 ,35.85272657,127.1206578,,기타 휴게음식점,휴게음식점,운영중
5011,오셔젤라또,"전북특별자치도 전주시 덕진구 세병로 8, 1층 105호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1325-1 ,35.87550259,127.1268518,,기타 휴게음식점,휴게음식점,운영중
5012,요아정전북대점,"전북특별자치도 전주시 덕진구 명륜5길 19, 1층 일부호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1312-38 ,35.84446433,127.1259849,,기타 휴게음식점,휴게음식점,운영중
5013,카페스루,"전북특별자치도 전주시 덕진구 가리내8길 1, 1층 일부호 (덕진동2가)",전북특별자치도 전주시 덕진구 덕진동2가 674-5 ,35.84338589,127.1116393,,커피숍,휴게음식점,운영중
5014,고망고전주역점,"전북특별자치도 전주시 덕진구 동부대로 675, 1층 105호, 106호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 752-57 ,35.84879246,127.1604332,,기타 휴게음식점,휴게음식점,운영중
5015,천서방김밥전주아중점,"전북특별자치도 전주시 덕진구 아중로 166, 세계가교회 1층 107호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 951-2 세계가교회 ,35.82623067,127.1679417,,기타 휴게음식점,휴게음식점,운영중
5016,라임휴게실,"전북특별자치도 전주시 덕진구 아중4길 13-3, 1층 (우아동2가)",전북특별자치도 전주시 덕진구 우아동2가 930-12 ,35.83017499,127.173988,,다방,휴게음식점,운영중
5017,점미당꽈배기,"전북특별자치도 전주시 덕진구 세병로 182, KCC스위첸 13블럭 상가 1층 106호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1298 KCC스위첸 13블럭 상가 ,35.88123874,127.1311193,,기타 휴게음식점,휴게음식점,운영중
5018,차든지뜨겁든지,"전북특별자치도 전주시 덕진구 서가재미2길 8, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 827-2 ,35.83176892,127.1594612,,커피숍,휴게음식점,운영중
5019,킹왕짱피씨방,"전북특별자치도 전주시 덕진구 견훤로 148, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 912-2 ,35.82531147,127.1614659,,일반조리판매,휴게음식점,운영중
5020,지에스25뉴호성대로점,"전북특별자치도 전주시 덕진구 초포다리로 52, 1층 일부호 (호성동1가)",전북특별자치도 전주시 덕진구 호성동1가 687-1 ,35.86057385,127.1593238,,편의점,휴게음식점,운영중
5021,문구팡팡,"전북특별자치도 전주시 덕진구 우아9길 2, 1층 103호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 744-4 ,35.8507997,127.156183,,기타 휴게음식점,휴게음식점,운영중
5022,해브어굿샐,"전북특별자치도 전주시 덕진구 권삼득로 239, 1층 전체호 (금암동)",전북특별자치도 전주시 덕진구 금암동 728-403 ,35.83890196,127.1332851,,기타 휴게음식점,휴게음식점,운영중
5023,타로에빠져봄,"전북특별자치도 전주시 덕진구 두간11길 13, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 830-11 ,35.86418605,127.1150395,,기타 휴게음식점,휴게음식점,운영중
5024,더벤티금상점,"전북특별자치도 전주시 덕진구 전진로 36, 1층 일부호 (산정동)",전북특별자치도 전주시 덕진구 산정동 760-13 ,35.84146944,127.1728195,,커피숍,휴게음식점,운영중
5025,요아정전주인후점,"전북특별자치도 전주시 덕진구 정언신로 68-1, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 866-5 ,35.83034058,127.1614352,,기타 휴게음식점,휴게음식점,운영중
5026,노랑고래송천점,"전북특별자치도 전주시 덕진구 솔내로 148, 1층 101호 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 107-179 ,35.8633295,127.1273394,,기타 휴게음식점,휴게음식점,운영중
5027,씨유만성스페이스온점,"전북특별자치도 전주시 덕진구 만성북로 51-25, 스페이스온 지식산업센터 1층 1041,1042호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1345-3 스페이스온 지식산업센터 ,35.84905387,127.082638,,편의점,휴게음식점,운영중
5028,미야분식,"전북특별자치도 전주시 덕진구 송천로 45, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 410-2 ,35.85729684,127.1182824,,기타 휴게음식점,휴게음식점,운영중
5029,도담,"전북특별자치도 전주시 덕진구 시천로 68, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 832-1 두간빌딩 ,35.86522002,127.1146958,,기타 휴게음식점,휴게음식점,운영중
5030,노다웃,"전북특별자치도 전주시 덕진구 건지3길 13, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 1596-8 ,35.84526873,127.1438542,,기타 휴게음식점,휴게음식점,운영중
5031,요아정송천에코점,"전북특별자치도 전주시 덕진구 세병로 38, 근린생활시설동 107호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1338 ,35.87275702,127.1285651,,아이스크림,휴게음식점,운영중
5032,메가엠지씨커피전주화개네거리점,"전북특별자치도 전주시 덕진구 온고을로 566, 1층 전체호 (여의동)",전북특별자치도 전주시 덕진구 여의동 1263-7 ,35.8561051,127.0689501,,커피숍,휴게음식점,운영중
5033,대추빵,"전북특별자치도 전주시 덕진구 송천중앙로 140, 1동 108호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 395-20 ,35.85926747,127.1215379,,기타 휴게음식점,휴게음식점,운영중
5034,올채,"전북특별자치도 전주시 덕진구 벚꽃3길 6, 1층 전체호 (진북동)",전북특별자치도 전주시 덕진구 진북동 1022-6 ,35.8282453,127.134098,,기타 휴게음식점,휴게음식점,운영중
5035,앙비떼,"전북특별자치도 전주시 덕진구 우아7길 5, 1층 일부호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 747-95 ,35.85016433,127.1555476,,기타 휴게음식점,휴게음식점,운영중
5036,라그란데세나,"전북특별자치도 전주시 덕진구 만성북4길 21, 1층 일부호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1356-21 ,35.84807386,127.0758853,,기타 휴게음식점,휴게음식점,운영중
5037,모시온송편,"전북특별자치도 전주시 덕진구 온고을로 255, 1층 일부호 (팔복동3가)",전북특별자치도 전주시 덕진구 팔복동3가 81-1 ,35.84091001,127.0974649,,떡카페,휴게음식점,운영중
5038,요아정전주혁신점,"전북특별자치도 전주시 덕진구 기지로 77, 판매시설동 1층 a-102호 (장동, 대방 디엠시티)",전북특별자치도 전주시 덕진구 장동 1111 대방 디엠시티 ,35.83880607,127.0592894,,아이스크림,휴게음식점,운영중
5039,지에스25아중행복점,"전북특별자치도 전주시 덕진구 한배미로 73, 1층 101호, 102호 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 951-3 ,35.82654343,127.170163,,편의점,휴게음식점,운영중
5040,카페가득,"전북특별자치도 전주시 덕진구 신복로 63, 1층 일부호 (팔복동1가)",전북특별자치도 전주시 덕진구 팔복동1가 163-8 ,35.85623321,127.1072669,,커피숍,휴게음식점,운영중
5041,파스쿠찌전북대병원점,"전북특별자치도 전주시 덕진구 건지로 20, 전북대학교병원 지하 1층 (금암동)",전북특별자치도 전주시 덕진구 금암동 634-18 전북대학교병원 ,35.84788096,127.1411028,,커피숍,휴게음식점,운영중
5042,카페브레덴코전북대병원점,"전북특별자치도 전주시 덕진구 건지로 20, 전북대학교병원 지하 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 634-18 전북대학교병원 ,35.84788096,127.1411028,,커피숍,휴게음식점,운영중
5043,이마트24전주아중대우점,"전북특별자치도 전주시 덕진구 동가재미2길 51, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 850-14 뉴참마트 ,35.83462584,127.1659062,,편의점,휴게음식점,운영중
5044,전주쉼사우나3층스넥,"전북특별자치도 전주시 덕진구 한배미2길 7, 3층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 931-1 ,35.8252682,127.1656166,,기타 휴게음식점,휴게음식점,운영중
5045,전주무인라면짱,"전북특별자치도 전주시 덕진구 기지로 77, 1층 E-103호 (장동, 대방 디엠시티)",전북특별자치도 전주시 덕진구 장동 1111 대방 디엠시티 ,35.83880607,127.0592894,,기타 휴게음식점,휴게음식점,운영중
5046,써브웨이전주아중점,"전북특별자치도 전주시 덕진구 건산로 226, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 835-3 ,35.83385083,127.1620292,,기타 휴게음식점,휴게음식점,운영중
5047,사계절아쿠아카페,"전북특별자치도 전주시 덕진구 무삼지2길 9-6, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 906-2 ,35.82598409,127.1622778,,커피숍,휴게음식점,운영중
5048,제로백피씨전북대점,"전북특별자치도 전주시 덕진구 명륜4길 18, 지하1층 일부호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1263-21 ,35.84330011,127.1270161,,기타 휴게음식점,휴게음식점,운영중
5049,슈가빙고,"전북특별자치도 전주시 덕진구 붓내3길 27, 송천주공단독상가 1층 102호 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1273 송천주공단독상가 ,35.86683257,127.1244443,,기타 휴게음식점,휴게음식점,운영중
5050,오늘머랭혁신점,"전북특별자치도 전주시 덕진구 기지로 77, 판매시설동 2층 A-256호 (장동, 대방 디엠시티)",전북특별자치도 전주시 덕진구 장동 1111 대방 디엠시티 ,35.83880607,127.0592894,,커피숍,휴게음식점,운영중
5051,마중향,"전북특별자치도 전주시 덕진구 백제대로 815, 1층일부, 2층 전체호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 746-31 하돈카메니아 ,35.84869031,127.1574231,,기타 휴게음식점,휴게음식점,운영중
5052,민희네콩나물비빔밥,"전북특별자치도 전주시 덕진구 사평로 56, 1층 일부호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1404-14 ,35.84204078,127.1224028,,일반조리판매,휴게음식점,운영중
5053,옳온푸드코트전북대병원점,"전북특별자치도 전주시 덕진구 건지로 20, 전북대학교병원 지하 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 634-18 전북대학교병원 ,35.84788096,127.1411028,,일반조리판매,휴게음식점,운영중
5054,씨유전주에코백석점,"전북특별자치도 전주시 덕진구 백석남로 133, 근린생활시설동 1층 112호 (송천동2가, 전주 에코시티 데시앙 15BL)",전북특별자치도 전주시 덕진구 송천동2가 1519 전주 에코시티 데시앙 15BL ,35.87949698,127.1270738,,편의점,휴게음식점,운영중
5055,이마트24전주진흥점,"전북특별자치도 전주시 덕진구 호성로 172, 진흥더블파크3단지아파트 1층 101호 일부호 (호성동2가)",전북특별자치도 전주시 덕진구 호성동2가 634 진흥더블파크3단지아파트 ,35.86631782,127.1456213,,편의점,휴게음식점,운영중
5056,코코호도전주만성점앤드밀크티,"전북특별자치도 전주시 덕진구 만성동로 59, 1층 110, 111, 112호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1262-5 ,35.841412,127.0780767,,기타 휴게음식점,휴게음식점,운영중
5057,세븐일레븐전주인후거성점,"전북특별자치도 전주시 덕진구 팽나무5길 8, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 783-7 ,35.83623048,127.1556065,,편의점,휴게음식점,운영중
5058,씨유송천중앙점,"전북특별자치도 전주시 덕진구 붓내3길 20, 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 244-19 ,35.86653838,127.1236502,,편의점,휴게음식점,운영중
5059,빽다방전주송천센트럴파크점,"전북특별자치도 전주시 덕진구 송천로 1, 1-2블럭동 1층 2-106호 (송천동1가, 송천동센트럴파크아파트)",전북특별자치도 전주시 덕진구 송천동1가 292-7 송천동센트럴파크아파트 ,35.85292999,127.1188953,,커피숍,휴게음식점,운영중
5060,스타벅스전주아중DT점,"전북특별자치도 전주시 덕진구 아중로 220, 1층, 2층 (우아동1가)",전북특별자치도 전주시 덕진구 우아동1가 908-1 ,35.82823153,127.1731669,063-242-4436,커피숍,휴게음식점,운영중
5061,씨유아중부영점,"전북특별자치도 전주시 덕진구 무삼지로 8, 부영6차아파트 1층 102호 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 918-1 부영6차아파트 ,35.8273366,127.1675539,,편의점,휴게음식점,운영중
5062,카페동화,"전북특별자치도 전주시 덕진구 송천중앙로 209, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 869-1 ,35.86567394,127.1212902,,커피숍,휴게음식점,운영중
5063,커피공원,"전북특별자치도 전주시 덕진구 솔내로 203, 송천주공복합상가 103호 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1271 송천주공복합상가 ,35.86838349,127.1270184,,커피숍,휴게음식점,운영중
5064,꽈배기진에코시티점,"전북특별자치도 전주시 덕진구 세병로 8, 1층 102호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1325-1 ,35.87550259,127.1268518,,기타 휴게음식점,휴게음식점,운영중
5065,컴포즈커피전주에코3블럭점,"전북특별자치도 전주시 덕진구 세병로 92, 에코시티 데시앙 네스트 3블럭 1층 113호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1342 에코시티 데시앙 네스트 3블럭 ,35.87160695,127.1353104,,커피숍,휴게음식점,운영중
5066,더리터전주파크리움점,"전북특별자치도 전주시 덕진구 기린대로 529, 파크리움 오피스텔 B1층 102호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1358-22 파크리움 오피스텔 ,35.84501499,127.1211524,,커피숍,휴게음식점,운영중
5067,평화와평화산책종점,"전북특별자치도 전주시 덕진구 사근1길 73, 1층 전체호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 46-7 ,35.86645069,127.1352003,,커피숍,휴게음식점,운영중
5068,컴포즈커피전주인후점,"전북특별자치도 전주시 덕진구 건산로 244, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 845-7 ,35.83445927,127.163982,,커피숍,휴게음식점,운영중
5069,크라우드피씨전주에코시티점,"전북특별자치도 전주시 덕진구 세병2길 31-7, 4층 401호 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1327-8 ,35.87334301,127.1273406,,기타 휴게음식점,휴게음식점,운영중
5070,카페나인,"전북특별자치도 전주시 덕진구 솔내7길 5, 1층 전체호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 478-8 ,35.85991894,127.121885,,커피숍,휴게음식점,운영중
5071,왓커피법원점,"전북특별자치도 전주시 덕진구 만성중앙로 54-33, 1층 102호, 103호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1262-1 ,35.84189247,127.0772631,,커피숍,휴게음식점,운영중
5072,커스텀커피전주아중점,"전북특별자치도 전주시 덕진구 정언신로 75, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 843-7 ,35.83082287,127.1620942,,커피숍,휴게음식점,운영중
5073,최서방네,"전북특별자치도 전주시 덕진구 백석남로 131, 전주 에코시티 데시앙 15BL 상가 1층 118호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1519 전주 에코시티 데시앙 15BL 상가 ,35.87905321,127.1255393,,기타 휴게음식점,휴게음식점,운영중
5074,로마네호성호떡,"전북특별자치도 전주시 덕진구 세병2길 10, 로마네시티 현대썬앤빌 전주 311호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1329-1 로마네시티 현대썬앤빌 전주 ,35.87307957,127.124575,,기타 휴게음식점,휴게음식점,운영중
5075,포티커피,"전북특별자치도 전주시 덕진구 명륜3길 22, 101-1 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 1312-28 ,35.84244751,127.1287634,,커피숍,휴게음식점,운영중
5076,지에스25송천대명쌍용점,"전북특별자치도 전주시 덕진구 용소로 46, 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 539-5 ,35.8632721,127.1133223,,편의점,휴게음식점,운영중
5077,복스커피,"전북특별자치도 전주시 덕진구 덕진광장로 1-11, 2층 1호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1279-5 ,35.84450424,127.1240362,,커피숍,휴게음식점,운영중
5078,더폴아중,"전북특별자치도 전주시 덕진구 건산로 277, 1층 (우아동2가)",전북특별자치도 전주시 덕진구 우아동2가 864-1 ,35.83591465,127.1671988,,편의점,휴게음식점,운영중
5079,헤븐피씨,"전북특별자치도 전주시 덕진구 권삼득로 295, 3층 301호 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 664-23 ,35.84272842,127.1289706,,기타 휴게음식점,휴게음식점,운영중
5080,카페정담,"전북특별자치도 전주시 덕진구 모래내6길 6, 1층 일부호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 226-84 ,35.83454949,127.1460168,,커피숍,휴게음식점,운영중
5081,이마트24전주반월삼오점,"전북특별자치도 전주시 덕진구 반월5길 8-15, 삼오아파트 상가동 101호 일부호 (반월동)",전북특별자치도 전주시 덕진구 반월동 374-4 삼오아파트 ,35.87272144,127.0684792,,편의점,휴게음식점,운영중
5082,쿱카페전북대중도라운지점,"전북특별자치도 전주시 덕진구 백제대로 567, 전북대학교 중앙도서관 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 663 전북대학교 ,35.84114301,127.1315892,063-270-2152,편의점,휴게음식점,운영중
5083,지에스25전주인후플러스점,"전북특별자치도 전주시 덕진구 진버들3길 7, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 803-1 ,35.83468914,127.1620426,,편의점,휴게음식점,운영중
5084,카페핸드메이드전주점,"전북특별자치도 전주시 덕진구 운암로 46, 1층 일부호 (팔복동2가)",전북특별자치도 전주시 덕진구 팔복동2가 830-1 ,35.86127044,127.0890854,,커피숍,휴게음식점,운영중
5085,꽈배기진혁신점,"전북특별자치도 전주시 덕진구 틀못2길 46, 217동(호반베르디움더클래스 상가동) 1층 106호 (장동)",전북특별자치도 전주시 덕진구 장동 1086 217동(호반베르디움더클래스 상가동) ,35.83987593,127.0624094,,기타 휴게음식점,휴게음식점,운영중
5086,까페바다,"전북특별자치도 전주시 덕진구 정언신로 35, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 253-7 ,35.83013523,127.1578403,,커피숍,휴게음식점,운영중
5087,깨비왕,"전북특별자치도 전주시 덕진구 월방3길 8, 1층 일부호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1170-8 ,35.83460113,127.0702636,,기타 휴게음식점,휴게음식점,운영중
5088,요거트월드전주송천점,"전북특별자치도 전주시 덕진구 천마산로 73, 1층 113호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 179-40 ,35.86540904,127.1294869,,기타 휴게음식점,휴게음식점,운영중
5089,세븐일레븐전주인후중앙점,"전북특별자치도 전주시 덕진구 정언신로 62-2, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 866-1 ,35.83026455,127.1608715,,편의점,휴게음식점,운영중
5090,위드멜로르,"전북특별자치도 전주시 덕진구 떡전2길 5, 1층 전체호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1116-11 편백마을 ,35.83644195,127.1258846,,기타 휴게음식점,휴게음식점,운영중
5091,소부당전주역점,"전북특별자치도 전주시 덕진구 동부대로 680, 전주역 맞이방 1층 일부호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 235-10 전주역 ,35.84968787,127.1634682,,기타 휴게음식점,휴게음식점,운영중
5092,포레스트,"전북특별자치도 전주시 덕진구 중동로 104-16, 1층 103호 (장동)",전북특별자치도 전주시 덕진구 장동 1093-1 ,35.84357855,127.0645023,,기타 휴게음식점,휴게음식점,운영중
5093,전주애견카페몽카롱,전북특별자치도 전주시 덕진구 인교7길 20-10 (우아동1가),전북특별자치도 전주시 덕진구 우아동1가 889-3 ,35.82687725,127.1741438,,기타 휴게음식점,휴게음식점,운영중
5094,카페오스틴,"전북특별자치도 전주시 덕진구 농생명로 300, 농촌진흥청 본청 1층 일부호 (중동)",전북특별자치도 전주시 덕진구 중동 831 농촌진흥청 ,35.83141407,127.0568198,,커피숍,휴게음식점,운영중
5095,송천앤김밥,"전북특별자치도 전주시 덕진구 시천로 39, 대명아파트 상가1동 2층 5호 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 530-3 대명아파트 ,35.86263761,127.1140601,,기타 휴게음식점,휴게음식점,운영중
5096,씨유위브어울림점,"전북특별자치도 전주시 덕진구 견훤로 335, 위브어울림아파트 상가1 1층 101호 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 1033 위브어울림아파트 상가1 ,35.83987602,127.1549259,,편의점,휴게음식점,운영중
5097,루시드,"전북특별자치도 전주시 덕진구 안덕원로 261-4, 1층 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 768-11 ,35.83710562,127.1557301,,기타 휴게음식점,휴게음식점,운영중
5098,카페블랙다이아몬드,"전북특별자치도 전주시 덕진구 숲정이3길 5-1, 1층 일부호 (진북동)",전북특별자치도 전주시 덕진구 진북동 1151-1 ,35.82899518,127.1318431,,커피숍,휴게음식점,운영중
5099,키키봄쿠킹스튜디오전주점,"전북특별자치도 전주시 덕진구 만성중앙로 17-75, 1층 (만성동)",전북특별자치도 전주시 덕진구 만성동 1363-1 ,35.84559463,127.0734564,,기타 휴게음식점,휴게음식점,운영중
5100,러시커피,"전북특별자치도 전주시 덕진구 오공로 136, 1층 106호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1167-1 ,35.83512358,127.0702243,,커피숍,휴게음식점,운영중
5101,벌크커피만성점,"전북특별자치도 전주시 덕진구 만성중앙로 11, 1층 102호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1360-9 ,35.84445909,127.0734696,,커피숍,휴게음식점,운영중
